what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1396943538076
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1396943538430
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1396943538666
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1396943538881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943539736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943540802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943541459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943542268
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1396943545304
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1396943546385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943547787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943559473
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1396943561746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943563333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943571446
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.add.block.comment",1396943586094
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.add.block.comment",1396943590083
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.add.block.comment",1396943592271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1396943593127
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1396943594573
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1396943596543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943597840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943598785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943599418
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943600296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1396943602388
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1396943602829
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1396943605465
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1396943605884
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1396943608904
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1396943610464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1396943611006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1396943611692
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1396943613014
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1396943616344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943618685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943620768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943623770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943797726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943799226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396943810618
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1396943813471
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1396943881791
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1396943881840
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1396943894283
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1396943894310
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1396943895934
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1396943915036
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396943920767
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1396943930943
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1396943936069
